,annee,diplome,etablissement,academie,domaine,discipline,situation,nombre_de_reponses,taux_de_reponse,taux_dinsertion,de_diplomes_boursiers,taux_de_chomage_regional,salaire_net_mensuel_median_regional,long_academie,lat_academie
6092,2017.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,199.0,82.0,88.0,38,9.5,1790.0,43.609745026227046,1.2880363829906205
6093,2017.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,172.0,89.0,94.0,38,9.5,1790.0,43.609745026227046,1.2880363829906205
6094,2017.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,114.0,86.0,96.0,38,9.5,1790.0,43.609745026227046,1.2880363829906205
6095,2017.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,49.0,78.0,85.0,38,9.5,1790.0,43.609745026227046,1.2880363829906205
6096,2010.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Droit,30 mois après le diplôme,108.0,67.0,90.0,30,10.4,1730.0,43.609745026227046,1.2880363829906205
6097,2010.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,40.0,65.0,100.0,30,10.4,1730.0,43.609745026227046,1.2880363829906205
6098,2010.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,42.0,69.0,95.0,38,10.4,1730.0,43.609745026227046,1.2880363829906205
6099,2010.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,Sciences humaines et sociales,Information communication,30 mois après le diplôme,47.0,78.0,98.0,33,10.4,1730.0,43.609745026227046,1.2880363829906205
6100,2011.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,422.0,74.0,91.0,31,9.9,1720.0,43.609745026227046,1.2880363829906205
6101,2011.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Droit,30 mois après le diplôme,125.0,75.0,91.0,31,9.9,1720.0,43.609745026227046,1.2880363829906205
6102,2011.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,35.0,67.0,83.0,40,9.9,1720.0,43.609745026227046,1.2880363829906205
6103,2011.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,43.0,74.0,93.0,40,9.9,1720.0,43.609745026227046,1.2880363829906205
6104,2011.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,162.0,73.0,88.0,36,9.9,1720.0,43.609745026227046,1.2880363829906205
6105,2011.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,85.0,76.0,96.0,36,9.9,1720.0,43.609745026227046,1.2880363829906205
6106,2012.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,46.0,86.0,100.0,26,10.5,1760.0,43.609745026227046,1.2880363829906205
6107,2012.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,46.0,86.0,93.0,26,10.5,1760.0,43.609745026227046,1.2880363829906205
6108,2012.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,46.0,86.0,100.0,26,10.5,1760.0,43.609745026227046,1.2880363829906205
6109,2012.0,MASTER ENS,Toulouse - Jean Jaures,Toulouse,Masters enseignement,Masters enseignement,30 mois après le diplôme,144.0,65.0,98.0,41,10.5,1760.0,43.609745026227046,1.2880363829906205
6110,2012.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Histoire-géographie,18 mois après le diplôme,58.0,72.0,67.0,37,10.5,1760.0,43.609745026227046,1.2880363829906205
6111,2012.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,91.0,79.0,79.0,37,10.5,1760.0,43.609745026227046,1.2880363829906205
6112,2012.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,46.0,71.0,96.0,40,10.5,1760.0,43.609745026227046,1.2880363829906205
6113,2012.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,46.0,71.0,96.0,40,10.5,1760.0,43.609745026227046,1.2880363829906205
6114,2012.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,533.0,87.0,86.0,40,10.5,1760.0,43.609745026227046,1.2880363829906205
6115,2012.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,180.0,85.0,78.0,40,10.5,1760.0,43.609745026227046,1.2880363829906205
6116,2012.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,47.0,77.0,94.0,40,10.5,1760.0,43.609745026227046,1.2880363829906205
6117,2012.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,102.0,92.0,96.0,40,10.5,1760.0,43.609745026227046,1.2880363829906205
6118,2013.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,48.0,79.0,83.0,37,11.9,1820.0,43.609745026227046,1.2880363829906205
6119,2013.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,104.0,75.0,84.0,37,11.9,1820.0,43.609745026227046,1.2880363829906205
6120,2013.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,182.0,77.0,81.0,37,11.9,1820.0,43.609745026227046,1.2880363829906205
6121,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,35.0,76.0,83.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6122,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,524.0,82.0,87.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6123,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,524.0,82.0,90.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6124,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,35.0,77.0,91.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6125,2013.0,MASTER LMD,INU Jean-François Champollion,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,31.0,88.0,78.0,36,11.9,1820.0,43.609745026227046,1.2880363829906205
6126,2013.0,MASTER LMD,INU Jean-François Champollion,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,31.0,88.0,74.0,36,11.9,1820.0,43.609745026227046,1.2880363829906205
6127,2014.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,441.0,74.0,94.0,26,11.2,1780.0,43.609745026227046,1.2880363829906205
6128,2014.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,255.0,73.0,96.0,26,11.2,1780.0,43.609745026227046,1.2880363829906205
6129,2014.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,60.0,74.0,100.0,26,11.2,1780.0,43.609745026227046,1.2880363829906205
6130,2014.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,227.0,81.0,77.0,40,11.2,1780.0,43.609745026227046,1.2880363829906205
6131,2014.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,227.0,81.0,81.0,40,11.2,1780.0,43.609745026227046,1.2880363829906205
6132,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,39.0,73.0,100.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6133,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,56.0,80.0,93.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6134,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,492.0,81.0,97.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6135,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,492.0,81.0,89.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6136,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,48.0,81.0,92.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6137,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,63.0,85.0,98.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6138,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,38.0,79.0,97.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6139,2014.0,MASTER LMD,INU Jean-François Champollion,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,36.0,71.0,83.0,46,11.2,1780.0,43.609745026227046,1.2880363829906205
6140,2015.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Économie,30 mois après le diplôme,46.0,84.0,96.0,29,10.5,1770.0,43.609745026227046,1.2880363829906205
6141,2015.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Économie,18 mois après le diplôme,46.0,84.0,87.0,29,10.5,1770.0,43.609745026227046,1.2880363829906205
6142,2015.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,316.0,77.0,93.0,29,10.5,1770.0,43.609745026227046,1.2880363829906205
6143,2015.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,32.0,86.0,78.0,29,10.5,1770.0,43.609745026227046,1.2880363829906205
6144,2015.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,Sciences humaines et sociales,Information communication,30 mois après le diplôme,32.0,86.0,78.0,29,10.5,1770.0,43.609745026227046,1.2880363829906205
6145,2015.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,56.0,92.0,98.0,29,10.5,1770.0,43.609745026227046,1.2880363829906205
6146,2015.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,56.0,92.0,96.0,29,10.5,1770.0,43.609745026227046,1.2880363829906205
6147,2015.0,MASTER ENS,Toulouse - Jean Jaures,Toulouse,Masters enseignement,Masters enseignement,30 mois après le diplôme,223.0,61.0,97.0,24,10.5,1770.0,43.609745026227046,1.2880363829906205
6148,2015.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,61.0,74.0,79.0,43,10.5,1770.0,43.609745026227046,1.2880363829906205
6149,2015.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,224.0,75.0,88.0,43,10.5,1770.0,43.609745026227046,1.2880363829906205
6150,2015.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,224.0,75.0,81.0,43,10.5,1770.0,43.609745026227046,1.2880363829906205
6151,2015.0,MASTER ENS,Toulouse 3 - Paul Sabatier,Toulouse,Masters enseignement,Masters enseignement,30 mois après le diplôme,78.0,75.0,99.0,22,10.5,1770.0,43.609745026227046,1.2880363829906205
6152,2015.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,31.0,70.0,97.0,39,10.5,1770.0,43.609745026227046,1.2880363829906205
6153,2015.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,31.0,70.0,83.0,39,10.5,1770.0,43.609745026227046,1.2880363829906205
6154,2015.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,Sciences humaines et sociales,Information communication,30 mois après le diplôme,38.0,88.0,94.0,39,10.5,1770.0,43.609745026227046,1.2880363829906205
6155,2015.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,532.0,83.0,91.0,39,10.5,1770.0,43.609745026227046,1.2880363829906205
6156,2015.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,180.0,84.0,97.0,39,10.5,1770.0,43.609745026227046,1.2880363829906205
6157,2015.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,69.0,74.0,99.0,39,10.5,1770.0,43.609745026227046,1.2880363829906205
6158,2015.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,44.0,75.0,98.0,39,10.5,1770.0,43.609745026227046,1.2880363829906205
6159,2010.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Économie,30 mois après le diplôme,37.0,51.0,89.0,30,10.4,1730.0,43.609745026227046,1.2880363829906205
6160,2010.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,164.0,73.0,97.0,33,10.4,1730.0,43.609745026227046,1.2880363829906205
6161,2010.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,109.0,84.0,97.0,33,10.4,1730.0,43.609745026227046,1.2880363829906205
6162,2011.0,MASTER ENS,Toulouse - Jean Jaures,Toulouse,Masters enseignement,"Masters enseignement : second degré, CPE...",30 mois après le diplôme,75.0,65.0,93.0,40,9.9,1720.0,43.609745026227046,1.2880363829906205
6163,2011.0,MASTER ENS,Toulouse 3 - Paul Sabatier,Toulouse,Masters enseignement,Masters enseignement,30 mois après le diplôme,48.0,82.0,100.0,36,9.9,1720.0,43.609745026227046,1.2880363829906205
6164,2011.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,35.0,74.0,89.0,36,9.9,1720.0,43.609745026227046,1.2880363829906205
6165,2012.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,274.0,76.0,85.0,26,10.5,1760.0,43.609745026227046,1.2880363829906205
6166,2012.0,MASTER ENS,Toulouse - Jean Jaures,Toulouse,Masters enseignement,Masters enseignement,18 mois après le diplôme,144.0,65.0,95.0,41,10.5,1760.0,43.609745026227046,1.2880363829906205
6167,2012.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,39.0,74.0,87.0,37,10.5,1760.0,43.609745026227046,1.2880363829906205
6168,2012.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,189.0,75.0,75.0,37,10.5,1760.0,43.609745026227046,1.2880363829906205
6169,2012.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,58.0,72.0,72.0,37,10.5,1760.0,43.609745026227046,1.2880363829906205
6170,2012.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,44.0,80.0,89.0,40,10.5,1760.0,43.609745026227046,1.2880363829906205
6171,2012.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,533.0,87.0,90.0,40,10.5,1760.0,43.609745026227046,1.2880363829906205
6172,2013.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,460.0,76.0,94.0,28,11.9,1820.0,43.609745026227046,1.2880363829906205
6173,2013.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,46.0,75.0,100.0,28,11.9,1820.0,43.609745026227046,1.2880363829906205
6174,2013.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,46.0,75.0,98.0,28,11.9,1820.0,43.609745026227046,1.2880363829906205
6175,2013.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,46.0,75.0,98.0,28,11.9,1820.0,43.609745026227046,1.2880363829906205
6176,2013.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,48.0,79.0,84.0,37,11.9,1820.0,43.609745026227046,1.2880363829906205
6177,2013.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,182.0,77.0,75.0,37,11.9,1820.0,43.609745026227046,1.2880363829906205
6178,2013.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Histoire-géographie,18 mois après le diplôme,60.0,84.0,69.0,37,11.9,1820.0,43.609745026227046,1.2880363829906205
6179,2013.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,83.0,76.0,81.0,37,11.9,1820.0,43.609745026227046,1.2880363829906205
6180,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,Sciences humaines et sociales,Information communication,30 mois après le diplôme,47.0,78.0,96.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6181,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,52.0,80.0,91.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6182,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,193.0,79.0,89.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6183,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,70.0,85.0,99.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6184,2013.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,35.0,77.0,94.0,40,11.9,1820.0,43.609745026227046,1.2880363829906205
6185,2014.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,49.0,74.0,80.0,40,11.2,1780.0,43.609745026227046,1.2880363829906205
6186,2014.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,45.0,78.0,84.0,40,11.2,1780.0,43.609745026227046,1.2880363829906205
6187,2014.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,111.0,69.0,78.0,40,11.2,1780.0,43.609745026227046,1.2880363829906205
6188,2014.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,82.0,80.0,76.0,40,11.2,1780.0,43.609745026227046,1.2880363829906205
6189,2014.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,88.0,82.0,90.0,40,11.2,1780.0,43.609745026227046,1.2880363829906205
6190,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,39.0,73.0,95.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6191,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,165.0,79.0,83.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6192,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,48.0,81.0,100.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6193,2014.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,38.0,79.0,92.0,41,11.2,1780.0,43.609745026227046,1.2880363829906205
6194,2015.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,56.0,92.0,96.0,29,10.5,1770.0,43.609745026227046,1.2880363829906205
6195,2015.0,MASTER ENS,Toulouse - Jean Jaures,Toulouse,Masters enseignement,Masters enseignement,18 mois après le diplôme,223.0,61.0,97.0,24,10.5,1770.0,43.609745026227046,1.2880363829906205
6196,2015.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Lettres, langues, arts","Lettres, langues, arts",18 mois après le diplôme,121.0,69.0,86.0,43,10.5,1770.0,43.609745026227046,1.2880363829906205
6197,2015.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Histoire-géographie,30 mois après le diplôme,85.0,78.0,89.0,43,10.5,1770.0,43.609745026227046,1.2880363829906205
6198,2015.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,82.0,75.0,92.0,43,10.5,1770.0,43.609745026227046,1.2880363829906205
6199,2015.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,69.0,74.0,96.0,39,10.5,1770.0,43.609745026227046,1.2880363829906205
6200,2015.0,MASTER LMD,INU Jean-François Champollion,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,33.0,90.0,91.0,33,10.5,1770.0,43.609745026227046,1.2880363829906205
6201,2016.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,312.0,75.0,96.0,29,10.3,1770.0,43.609745026227046,1.2880363829906205
6202,2016.0,MASTER ENS,Toulouse - Jean Jaures,Toulouse,Masters enseignement,Masters enseignement,30 mois après le diplôme,222.0,74.0,98.0,22,10.3,1770.0,43.609745026227046,1.2880363829906205
6203,2016.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,46.0,71.0,85.0,47,10.3,1770.0,43.609745026227046,1.2880363829906205
6204,2016.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,46.0,71.0,85.0,47,10.3,1770.0,43.609745026227046,1.2880363829906205
6205,2016.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Droit, économie et gestion",Gestion,18 mois après le diplôme,44.0,72.0,84.0,47,10.3,1770.0,43.609745026227046,1.2880363829906205
6206,2016.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,118.0,75.0,84.0,47,10.3,1770.0,43.609745026227046,1.2880363829906205
6207,2016.0,MASTER LMD,Toulouse - Jean Jaures,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,220.0,82.0,84.0,47,10.3,1770.0,43.609745026227046,1.2880363829906205
6208,2016.0,MASTER ENS,Toulouse 3 - Paul Sabatier,Toulouse,Masters enseignement,Masters enseignement,18 mois après le diplôme,48.0,79.0,100.0,23,10.3,1770.0,43.609745026227046,1.2880363829906205
6209,2016.0,MASTER ENS,Toulouse 3 - Paul Sabatier,Toulouse,Masters enseignement,Masters enseignement,30 mois après le diplôme,48.0,79.0,100.0,23,10.3,1770.0,43.609745026227046,1.2880363829906205
6210,2016.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,42.0,83.0,93.0,38,10.3,1770.0,43.609745026227046,1.2880363829906205
6211,2016.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,57.0,78.0,96.0,38,10.3,1770.0,43.609745026227046,1.2880363829906205
6212,2016.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,160.0,81.0,85.0,38,10.3,1770.0,43.609745026227046,1.2880363829906205
6213,2016.0,MASTER LMD,Toulouse 3 - Paul Sabatier,Toulouse,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,80.0,83.0,95.0,38,10.3,1770.0,43.609745026227046,1.2880363829906205
6214,2017.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Droit, économie et gestion",Gestion,30 mois après le diplôme,337.0,75.0,94.0,27,9.5,1790.0,43.609745026227046,1.2880363829906205
6215,2017.0,MASTER LMD,Toulouse 1 - Capitole,Toulouse,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,52.0,83.0,100.0,27,9.5,1790.0,43.609745026227046,1.2880363829906205
